Year,State,Type,Length,Expense,Value
2014,Florida,Private,4-year,Room/Board,10317
2014,Florida,Public In-State,2-year,Fees/Tuition,2513
2014,Florida,Public In-State,4-year,Fees/Tuition,4423
2014,Florida,Public In-State,4-year,Room/Board,9949
2014,Florida,Public Out-of-State,2-year,Fees/Tuition,9362
2014,Florida,Public Out-of-State,4-year,Fees/Tuition,17077
2014,Florida,Public Out-of-State,4-year,Room/Board,9949
2014,Georgia,Private,4-year,Fees/Tuition,23521
2014,Georgia,Private,4-year,Room/Board,11138
2014,Georgia,Public In-State,2-year,Fees/Tuition,2926
2014,Georgia,Public In-State,4-year,Fees/Tuition,6614
2014,Georgia,Public In-State,4-year,Room/Board,9448
2014,Georgia,Public Out-of-State,2-year,Fees/Tuition,7816
2014,Georgia,Public Out-of-State,4-year,Fees/Tuition,23730
2014,Georgia,Public Out-of-State,4-year,Room/Board,9448
2014,Hawaii,Private,4-year,Fees/Tuition,15073
2014,Hawaii,Private,4-year,Room/Board,12193
2014,Hawaii,Public In-State,2-year,Fees/Tuition,2608
2014,Hawaii,Public In-State,4-year,Fees/Tuition,8216
2014,Hawaii,Public In-State,4-year,Room/Board,9812
2014,Hawaii,Public Out-of-State,2-year,Fees/Tuition,7360
2014,Hawaii,Public Out-of-State,4-year,Fees/Tuition,25021
2014,Hawaii,Public Out-of-State,4-year,Room/Board,9812
2014,Idaho,Private,4-year,Fees/Tuition,6736
2014,Idaho,Private,4-year,Room/Board,7427
2014,Idaho,Public In-State,2-year,Fees/Tuition,2963
2014,Idaho,Public In-State,4-year,Fees/Tuition,6315
2014,Idaho,Public In-State,4-year,Room/Board,7503
2014,Idaho,Public Out-of-State,2-year,Fees/Tuition,7355
2014,Idaho,Public Out-of-State,4-year,Fees/Tuition,18875
2014,Idaho,Public Out-of-State,4-year,Room/Board,7503
2014,Illinois,Private,4-year,Fees/Tuition,27504
2014,Illinois,Private,4-year,Room/Board,11125
2014,Illinois,Public In-State,2-year,Fees/Tuition,3306
2014,Illinois,Public In-State,4-year,Fees/Tuition,12520
2014,Illinois,Public In-State,4-year,Room/Board,10576
2014,Illinois,Public Out-of-State,2-year,Fees/Tuition,9417
2014,Illinois,Public Out-of-State,4-year,Fees/Tuition,27623
2014,Illinois,Public Out-of-State,4-year,Room/Board,10576
2014,Indiana,Private,4-year,Fees/Tuition,28035
2014,Indiana,Private,4-year,Room/Board,9929
2014,Indiana,Public In-State,2-year,Fees/Tuition,3605
2014,Indiana,Public In-State,4-year,Fees/Tuition,8443
2014,Indiana,Public In-State,4-year,Room/Board,9809
2014,Indiana,Public Out-of-State,2-year,Fees/Tuition,7632
2014,Indiana,Public Out-of-State,4-year,Fees/Tuition,27001
2014,Indiana,Public Out-of-State,4-year,Room/Board,9809
2014,Iowa,Private,4-year,Fees/Tuition,17492
2014,Iowa,Private,4-year,Room/Board,7026
2014,Iowa,Public In-State,2-year,Fees/Tuition,4253
2014,Iowa,Public In-State,4-year,Fees/Tuition,7839
2014,Iowa,Public In-State,4-year,Room/Board,8695
2014,Iowa,Public Out-of-State,2-year,Fees/Tuition,5356
2014,Iowa,Public Out-of-State,4-year,Fees/Tuition,23568
2014,Iowa,Public Out-of-State,4-year,Room/Board,8695
2014,Kansas,Private,4-year,Fees/Tuition,20122
2014,Kansas,Private,4-year,Room/Board,7841
2014,Kansas,Public In-State,2-year,Fees/Tuition,2890
2014,Kansas,Public In-State,4-year,Fees/Tuition,7387
2014,Kansas,Public In-State,4-year,Room/Board,7247
2014,Kansas,Public Out-of-State,2-year,Fees/Tuition,4116
2014,Kansas,Public Out-of-State,4-year,Fees/Tuition,18642
2014,Kansas,Public Out-of-State,4-year,Room/Board,7247
2014,Kentucky,Private,4-year,Fees/Tuition,21271
2014,Kentucky,Private,4-year,Room/Board,8256
2014,Kentucky,Public In-State,2-year,Fees/Tuition,3487
2014,Kentucky,Public In-State,4-year,Fees/Tuition,8715
2014,Kentucky,Public In-State,4-year,Room/Board,8566
2014,Kentucky,Public Out-of-State,2-year,Fees/Tuition,12125
2014,Kentucky,Public Out-of-State,4-year,Fees/Tuition,19979
2014,Kentucky,Public Out-of-State,4-year,Room/Board,8566
2014,Louisiana,Private,4-year,Fees/Tuition,30257
2014,Louisiana,Private,4-year,Room/Board,10787
2014,Louisiana,Public In-State,2-year,Fees/Tuition,3178
2014,Louisiana,Public In-State,4-year,Fees/Tuition,6585
2014,Louisiana,Public In-State,4-year,Room/Board,8656
2014,Louisiana,Public Out-of-State,2-year,Fees/Tuition,6463
2014,Louisiana,Public Out-of-State,4-year,Fees/Tuition,19985
2014,Louisiana,Public Out-of-State,4-year,Room/Board,8656
2014,Maine,Private,4-year,Fees/Tuition,32534
2014,Maine,Private,4-year,Room/Board,11523
2014,Maine,Public In-State,2-year,Fees/Tuition,3545
2014,Maine,Public In-State,4-year,Fees/Tuition,9368
2014,Maine,Public In-State,4-year,Room/Board,9755
2014,Maine,Public Out-of-State,2-year,Fees/Tuition,6254
2014,Maine,Public Out-of-State,4-year,Fees/Tuition,24791
2014,Maine,Public Out-of-State,4-year,Room/Board,9755
2014,Maryland,Private,4-year,Fees/Tuition,34316
2014,Maryland,Private,4-year,Room/Board,12707
2014,Maryland,Public In-State,2-year,Fees/Tuition,3550
2014,Maryland,Public In-State,4-year,Fees/Tuition,8320
2014,Maryland,Public In-State,4-year,Room/Board,10561
2014,Maryland,Public Out-of-State,2-year,Fees/Tuition,8453
2014,Maryland,Public Out-of-State,4-year,Fees/Tuition,20772
2014,Maryland,Public Out-of-State,4-year,Room/Board,10561
2014,Massachusetts,Private,4-year,Fees/Tuition,38009
2014,Massachusetts,Private,4-year,Room/Board,13475
2014,Massachusetts,Public In-State,2-year,Fees/Tuition,4216
2014,Massachusetts,Public In-State,4-year,Fees/Tuition,10702
2014,Massachusetts,Public In-State,4-year,Room/Board,11115
2014,Massachusetts,Public Out-of-State,2-year,Fees/Tuition,9561
2014,Massachusetts,Public Out-of-State,4-year,Fees/Tuition,25461
2014,Massachusetts,Public Out-of-State,4-year,Room/Board,11115
2014,Michigan,Private,4-year,Fees/Tuition,19372
2014,Michigan,Private,4-year,Room/Board,8463
2014,Michigan,Public In-State,2-year,Fees/Tuition,2922
2014,Michigan,Public In-State,4-year,Fees/Tuition,11295
2014,Michigan,Public In-State,4-year,Room/Board,9121
2014,Michigan,Public Out-of-State,2-year,Fees/Tuition,6116
2014,Michigan,Public Out-of-State,4-year,Fees/Tuition,32042
2014,Michigan,Public Out-of-State,4-year,Room/Board,9121
2014,Minnesota,Private,4-year,Fees/Tuition,27104
2014,Minnesota,Private,4-year,Room/Board,9143
2014,Minnesota,Public In-State,2-year,Fees/Tuition,5387
2014,Minnesota,Public In-State,4-year,Fees/Tuition,10355
2014,Minnesota,Public In-State,4-year,Room/Board,8034
2014,Minnesota,Public Out-of-State,2-year,Fees/Tuition,6203
2014,Minnesota,Public Out-of-State,4-year,Fees/Tuition,16915
2014,Minnesota,Public Out-of-State,4-year,Room/Board,8034
2014,Mississippi,Private,4-year,Fees/Tuition,15042
2014,Mississippi,Private,4-year,Room/Board,6657
2014,Mississippi,Public In-State,2-year,Fees/Tuition,2409
2014,Mississippi,Public In-State,4-year,Fees/Tuition,6612
2014,Mississippi,Public In-State,4-year,Room/Board,7802
2014,Mississippi,Public Out-of-State,2-year,Fees/Tuition,4467
2014,Mississippi,Public Out-of-State,4-year,Fees/Tuition,15980
2014,Mississippi,Public Out-of-State,4-year,Room/Board,7802
2014,Missouri,Private,4-year,Fees/Tuition,19523
2014,Missouri,Private,4-year,Room/Board,8892
2014,Missouri,Public In-State,2-year,Fees/Tuition,2850
2014,Missouri,Public In-State,4-year,Fees/Tuition,7998
2014,Missouri,Public In-State,4-year,Room/Board,8789
2014,Missouri,Public Out-of-State,2-year,Fees/Tuition,5470
2014,Missouri,Public Out-of-State,4-year,Fees/Tuition,19319
2014,Missouri,Public Out-of-State,4-year,Room/Board,8789
2014,Montana,Private,4-year,Fees/Tuition,20868
2014,Montana,Private,4-year,Room/Board,7865
2014,Montana,Public In-State,2-year,Fees/Tuition,3202
2014,Montana,Public In-State,4-year,Fees/Tuition,6323
2014,Montana,Public In-State,4-year,Room/Board,7759
2014,Montana,Public Out-of-State,2-year,Fees/Tuition,8417
2014,Montana,Public Out-of-State,4-year,Fees/Tuition,20797
2014,Montana,Public Out-of-State,4-year,Room/Board,7759
2014,Nebraska,Private,4-year,Fees/Tuition,19832
2014,Nebraska,Private,4-year,Room/Board,8052
2014,Nebraska,Public In-State,2-year,Fees/Tuition,2670
2014,Nebraska,Public In-State,4-year,Fees/Tuition,7081
2014,Nebraska,Public In-State,4-year,Room/Board,8556
2014,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3612
2014,Nebraska,Public Out-of-State,4-year,Fees/Tuition,16734
2014,Nebraska,Public Out-of-State,4-year,Room/Board,8556
2014,Nevada,Private,4-year,Fees/Tuition,16169
2014,Nevada,Private,4-year,Room/Board,14576
2014,Nevada,Public In-State,2-year,Fees/Tuition,2700
2014,Nevada,Public In-State,4-year,Fees/Tuition,5029
2014,Nevada,Public In-State,4-year,Room/Board,11007
2014,Nevada,Public Out-of-State,2-year,Fees/Tuition,9345
2014,Nevada,Public Out-of-State,4-year,Fees/Tuition,19616
2014,Nevada,Public Out-of-State,4-year,Room/Board,11007
2014,New Hampshire,Private,4-year,Fees/Tuition,31029
2014,New Hampshire,Private,4-year,Room/Board,12461
2014,New Hampshire,Public In-State,2-year,Fees/Tuition,7230
2014,New Hampshire,Public In-State,4-year,Fees/Tuition,14469
2014,New Hampshire,Public In-State,4-year,Room/Board,10778
2014,New Hampshire,Public Out-of-State,2-year,Fees/Tuition,15717
2014,New Hampshire,Public Out-of-State,4-year,Fees/Tuition,25357
2014,New Hampshire,Public Out-of-State,4-year,Room/Board,10778
2014,New Jersey,Private,4-year,Fees/Tuition,32010
2014,New Jersey,Private,4-year,Room/Board,12228
2014,New Jersey,Public In-State,2-year,Fees/Tuition,3929
2014,New Jersey,Public In-State,4-year,Fees/Tuition,12266
2014,New Jersey,Public In-State,4-year,Room/Board,11980
2014,New Jersey,Public Out-of-State,2-year,Fees/Tuition,6868
2014,New Jersey,Public Out-of-State,4-year,Fees/Tuition,25637
2014,New Jersey,Public Out-of-State,4-year,Room/Board,11980
2014,New Mexico,Private,4-year,Fees/Tuition,17657
2014,New Mexico,Private,4-year,Room/Board,9811
2014,New Mexico,Public In-State,2-year,Fees/Tuition,1443
2014,New Mexico,Public In-State,4-year,Fees/Tuition,5973
2014,New Mexico,Public In-State,4-year,Room/Board,8132
2014,New Mexico,Public Out-of-State,2-year,Fees/Tuition,4642
2014,New Mexico,Public Out-of-State,4-year,Fees/Tuition,14647
2014,New Mexico,Public Out-of-State,4-year,Room/Board,8132
2014,New York,Private,4-year,Fees/Tuition,33825
2014,New York,Private,4-year,Room/Board,13230
2014,New York,Public In-State,2-year,Fees/Tuition,4507
2014,New York,Public In-State,4-year,Fees/Tuition,6892
2014,New York,Public In-State,4-year,Room/Board,12865
2014,New York,Public Out-of-State,2-year,Fees/Tuition,8148
2014,New York,Public Out-of-State,4-year,Fees/Tuition,17082
2014,New York,Public Out-of-State,4-year,Room/Board,12865
2014,North Carolina,Private,4-year,Fees/Tuition,27284
2014,North Carolina,Private,4-year,Room/Board,10258
2014,North Carolina,Public In-State,2-year,Fees/Tuition,2304
2014,North Carolina,Public In-State,4-year,Fees/Tuition,6578
2014,North Carolina,Public In-State,4-year,Room/Board,8619
2014,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8255
2014,North Carolina,Public Out-of-State,4-year,Fees/Tuition,20410
2014,North Carolina,Public Out-of-State,4-year,Room/Board,8619
2014,North Dakota,Private,4-year,Fees/Tuition,12408
2014,North Dakota,Private,4-year,Room/Board,5715
2014,North Dakota,Public In-State,2-year,Fees/Tuition,3978
2014,North Dakota,Public In-State,4-year,Fees/Tuition,6824
2014,North Dakota,Public In-State,4-year,Room/Board,6890
2014,North Dakota,Public Out-of-State,2-year,Fees/Tuition,8157
2014,North Dakota,Public Out-of-State,4-year,Fees/Tuition,16753
2014,North Dakota,Public Out-of-State,4-year,Room/Board,6890
2014,Ohio,Private,4-year,Fees/Tuition,26917
2014,Ohio,Private,4-year,Room/Board,9939
2014,Ohio,Public In-State,2-year,Fees/Tuition,3544
2014,Ohio,Public In-State,4-year,Fees/Tuition,9443
2014,Ohio,Public In-State,4-year,Room/Board,10557
2014,Ohio,Public Out-of-State,2-year,Fees/Tuition,7313
2014,Ohio,Public Out-of-State,4-year,Fees/Tuition,21939
2014,Ohio,Public Out-of-State,4-year,Room/Board,10557
2014,Oklahoma,Private,4-year,Fees/Tuition,21411
2014,Oklahoma,Private,4-year,Room/Board,8579
2014,Oklahoma,Public In-State,2-year,Fees/Tuition,3062
2014,Oklahoma,Public In-State,4-year,Fees/Tuition,6043
2014,Oklahoma,Public In-State,4-year,Room/Board,7452
2014,Oklahoma,Public Out-of-State,2-year,Fees/Tuition,7461
2014,Oklahoma,Public Out-of-State,4-year,Fees/Tuition,17009
2014,Oklahoma,Public Out-of-State,4-year,Room/Board,7452
2014,Oregon,Private,4-year,Fees/Tuition,31599
2014,Oregon,Private,4-year,Room/Board,10786
2014,Oregon,Public In-State,2-year,Fees/Tuition,3935
2014,Oregon,Public In-State,4-year,Fees/Tuition,8616
2014,Oregon,Public In-State,4-year,Room/Board,10537
2014,Oregon,Public Out-of-State,2-year,Fees/Tuition,8038
2014,Oregon,Public Out-of-State,4-year,Fees/Tuition,26144
2014,Oregon,Public Out-of-State,4-year,Room/Board,10537
2014,Pennsylvania,Private,4-year,Fees/Tuition,34313
2014,Pennsylvania,Private,4-year,Room/Board,11926
2014,Pennsylvania,Public In-State,2-year,Fees/Tuition,4352
2014,Pennsylvania,Public In-State,4-year,Fees/Tuition,12607
2014,Pennsylvania,Public In-State,4-year,Room/Board,10164
2014,Pennsylvania,Public Out-of-State,2-year,Fees/Tuition,11424
2014,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,23571
2014,Pennsylvania,Public Out-of-State,4-year,Room/Board,10164
2014,Rhode Island,Private,4-year,Fees/Tuition,35036
2014,Rhode Island,Private,4-year,Room/Board,11671
2014,Rhode Island,Public In-State,2-year,Fees/Tuition,3944
2014,Rhode Island,Public In-State,4-year,Fees/Tuition,10809
2014,Rhode Island,Public In-State,4-year,Room/Board,10952
2014,Rhode Island,Public Out-of-State,2-year,Fees/Tuition,10576
2014,Rhode Island,Public Out-of-State,4-year,Fees/Tuition,26763
2014,Rhode Island,Public Out-of-State,4-year,Room/Board,10952
2014,South Carolina,Private,4-year,Fees/Tuition,21769
2014,South Carolina,Private,4-year,Room/Board,8401
2014,South Carolina,Public In-State,2-year,Fees/Tuition,3928
2014,South Carolina,Public In-State,4-year,Fees/Tuition,11066
2014,South Carolina,Public In-State,4-year,Room/Board,8438
2014,South Carolina,Public Out-of-State,2-year,Fees/Tuition,8063
2014,South Carolina,Public Out-of-State,4-year,Fees/Tuition,27040
2014,South Carolina,Public Out-of-State,4-year,Room/Board,8438
2014,South Dakota,Private,4-year,Fees/Tuition,20114
2014,South Dakota,Private,4-year,Room/Board,7410
2014,South Dakota,Public In-State,2-year,Fees/Tuition,4800
2014,South Dakota,Public In-State,4-year,Fees/Tuition,7735
2014,South Dakota,Public In-State,4-year,Room/Board,6695
2014,South Dakota,Public Out-of-State,2-year,Fees/Tuition,4822
2014,South Dakota,Public Out-of-State,4-year,Fees/Tuition,10201
2014,South Dakota,Public Out-of-State,4-year,Room/Board,6695
2014,Tennessee,Private,4-year,Fees/Tuition,22561
2014,Tennessee,Private,4-year,Room/Board,9148
2014,Tennessee,Public In-State,2-year,Fees/Tuition,3637
2014,Tennessee,Public In-State,4-year,Fees/Tuition,7958
2014,Tennessee,Public In-State,4-year,Room/Board,8307
2014,Tennessee,Public Out-of-State,2-year,Fees/Tuition,14092
2014,Tennessee,Public Out-of-State,4-year,Fees/Tuition,23290
2014,Tennessee,Public Out-of-State,4-year,Room/Board,8307
2014,Texas,Private,4-year,Fees/Tuition,26382
2014,Texas,Private,4-year,Room/Board,9910
2014,Texas,Public In-State,2-year,Fees/Tuition,1898
2014,Texas,Public In-State,4-year,Fees/Tuition,7476
2014,Texas,Public In-State,4-year,Room/Board,8735
2014,Texas,Public Out-of-State,2-year,Fees/Tuition,5248
2014,Texas,Public Out-of-State,4-year,Fees/Tuition,20420
2014,Texas,Public Out-of-State,4-year,Room/Board,8735
2014,Utah,Private,4-year,Fees/Tuition,7765
2014,Utah,Private,4-year,Room/Board,7599
2014,Utah,Public In-State,2-year,Fees/Tuition,3342
2014,Utah,Public In-State,4-year,Fees/Tuition,5656
2014,Utah,Public In-State,4-year,Room/Board,7147
2014,Utah,Public Out-of-State,2-year,Fees/Tuition,10594
2014,Utah,Public Out-of-State,4-year,Fees/Tuition,17441
2014,Utah,Public Out-of-State,4-year,Room/Board,7147
2014,Vermont,Private,4-year,Fees/Tuition,36449
2014,Vermont,Private,4-year,Room/Board,11460
2014,Vermont,Public In-State,2-year,Fees/Tuition,5668
2014,Vermont,Public In-State,4-year,Fees/Tuition,13952
2014,Vermont,Public In-State,4-year,Room/Board,10121
2014,Vermont,Public Out-of-State,2-year,Fees/Tuition,11236
2014,Vermont,Public Out-of-State,4-year,Fees/Tuition,33700
2014,Vermont,Public Out-of-State,4-year,Room/Board,10121
2014,Virginia,Private,4-year,Fees/Tuition,22280
2014,Virginia,Private,4-year,Room/Board,9548
2014,Virginia,Public In-State,2-year,Fees/Tuition,4095
2014,Virginia,Public In-State,4-year,Fees/Tuition,10531
2014,Virginia,Public In-State,4-year,Room/Board,9316
2014,Virginia,Public Out-of-State,2-year,Fees/Tuition,8824
2014,Virginia,Public Out-of-State,4-year,Fees/Tuition,28578
2014,Virginia,Public Out-of-State,4-year,Room/Board,9316
2014,Washington,Private,4-year,Fees/Tuition,31599
2014,Washington,Private,4-year,Room/Board,10266
2014,Washington,Public In-State,2-year,Fees/Tuition,4026
2014,Washington,Public In-State,4-year,Fees/Tuition,8766
2014,Washington,Public In-State,4-year,Room/Board,10519
2014,Washington,Public Out-of-State,2-year,Fees/Tuition,7108
2014,Washington,Public Out-of-State,4-year,Fees/Tuition,27714
2014,Washington,Public Out-of-State,4-year,Room/Board,10519
2014,West Virginia,Private,4-year,Fees/Tuition,11050
2014,West Virginia,Private,4-year,Room/Board,8646
2014,West Virginia,Public In-State,2-year,Fees/Tuition,3403
2014,West Virginia,Public In-State,4-year,Fees/Tuition,5998
2014,West Virginia,Public In-State,4-year,Room/Board,8836
2014,West Virginia,Public Out-of-State,2-year,Fees/Tuition,8357
2014,West Virginia,Public Out-of-State,4-year,Fees/Tuition,17270
2014,West Virginia,Public Out-of-State,4-year,Room/Board,8836
2014,Wisconsin,Private,4-year,Fees/Tuition,26637
2014,Wisconsin,Private,4-year,Room/Board,9018
2014,Wisconsin,Public In-State,2-year,Fees/Tuition,4233
2014,Wisconsin,Public In-State,4-year,Fees/Tuition,8406
2014,Wisconsin,Public In-State,4-year,Room/Board,7316
2014,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6945
2014,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,20183
2014,Wisconsin,Public Out-of-State,4-year,Room/Board,7316
2014,Wyoming,Private,4-year,Fees/Tuition,16620
2014,Wyoming,Public In-State,2-year,Fees/Tuition,2579
2014,Wyoming,Public In-State,4-year,Fees/Tuition,3756
2014,Wyoming,Public In-State,4-year,Room/Board,9193
2014,Wyoming,Public Out-of-State,2-year,Fees/Tuition,6353
2014,Wyoming,Public Out-of-State,4-year,Fees/Tuition,11532
2014,Wyoming,Public Out-of-State,4-year,Room/Board,9193
2015,Alabama,Private,4-year,Fees/Tuition,14759
2015,Alabama,Private,4-year,Room/Board,9124
2015,Alabama,Public In-State,2-year,Fees/Tuition,4120
2015,Alabama,Public In-State,4-year,Fees/Tuition,8871
2015,Alabama,Public In-State,4-year,Room/Board,8988
2015,Alabama,Public Out-of-State,2-year,Fees/Tuition,8096
2015,Alabama,Public Out-of-State,4-year,Fees/Tuition,22499
2015,Alabama,Public Out-of-State,4-year,Room/Board,8988
2015,Alaska,Private,4-year,Fees/Tuition,19136
2015,Alaska,Private,4-year,Room/Board,6825
2015,Alaska,Public In-State,2-year,Fees/Tuition,3340
2015,Alaska,Public In-State,4-year,Fees/Tuition,6356
2015,Alaska,Public In-State,4-year,Room/Board,10458
2015,Alaska,Public Out-of-State,2-year,Fees/Tuition,3340
2015,Alaska,Public Out-of-State,4-year,Fees/Tuition,19185
2015,Alaska,Public Out-of-State,4-year,Room/Board,10458
2015,Arizona,Private,4-year,Fees/Tuition,12201
